sales_person,country,product,date,amount,boxes_shipped
Curtice Advani,Australia,50% Dark Bites,,547.85,221
Brien Boise,Canada,Raspberry Choco,,2994.76,47
Gunar Cockshoot,India,Mint Chip Choco,2023-08-08,4451.38,71
Dennison Crosswaite,India,Mint Chip Choco,,14691.77,143
Barr Faughny,India,Caramel Stuffed Bars,2023-04-01,7042.98,107
Brien Boise,India,Milk Bars,,15583.00,248
Beverie Moffet,UK,Spicy Special Slims,,9059.82,268
Barr Faughny,USA,Almond Choco,2023-03-02,430.59,85
Van Tuxwell,Canada,Raspberry Choco,,1264.25,137
Wilone O'Kielt,Australia,Baker's Choco Chips,,2995.47,156
Brien Boise,Australia,Milk Bars,,2117.82,56
Husein Augar,Australia,Fruit & Nut Bars,,8081.79,54
Madelene Upcott,Australia,Organic Choco Syrup,2023-05-07,11542.54,49
Van Tuxwell,India,White Choc,,2183.68,46
Gunar Cockshoot,Canada,After Nines,2023-04-08,3125.34,191
Jan Morforth,USA,Fruit & Nut Bars,,4891.86,380
Jan Morforth,Canada,After Nines,,4881.32,183
Barr Faughny,New Zealand,Manuka Honey Choco,,5917.62,238
Karlen McCaffrey,New Zealand,85% Dark Bars,,6312.53,60
Oby Sorrel,Australia,85% Dark Bars,,7956.28,27
Curtice Advani,Canada,Choco Coated Almonds,,5895.88,7
Kaine Padly,India,70% Dark Bites,,13535.70,296
Beverie Moffet,USA,White Choc,2023-11-03,5639.90,129
Ches Bonnell,New Zealand,After Nines,,5813.44,356
Husein Augar,India,Spicy Special Slims,,2514.82,32
Gunar Cockshoot,Canada,50% Dark Bites,2023-04-01,3044.01,22
Curtice Advani,India,Milk Bars,2023-05-04,3902.04,214
Beverie Moffet,India,Milk Bars,,1928.74,354
Husein Augar,Australia,White Choc,2023-11-05,3251.53,241
Andria Kimpton,Canada,Manuka Honey Choco,,5031.94,495
Jan Morforth,New Zealand,Orange Choco,2023-11-02,1350.26,89
Andria Kimpton,Canada,Smooth Sliky Salty,2023-08-07,1187.71,75
Gunar Cockshoot,UK,Raspberry Choco,2023-11-08,7055.38,334
Husein Augar,New Zealand,After Nines,2023-04-08,7231.89,8
Andria Kimpton,New Zealand,Orange Choco,,9295.83,93
Dennison Crosswaite,UK,Baker's Choco Chips,,2276.94,296
Jehu Rudeforth,Canada,Orange Choco,,4229.79,548
Jehu Rudeforth,UK,Smooth Sliky Salty,,1640.53,119
Andria Kimpton,UK,Caramel Stuffed Bars,2023-07-06,8234.50,294
Jan Morforth,UK,White Choc,,10087.04,46
Dotty Strutley,USA,Fruit & Nut Bars,,3169.26,281
Kelci Walkden,UK,Choco Coated Almonds,,10355.42,215
Gunar Cockshoot,New Zealand,After Nines,2023-09-08,7772.63,140
Kaine Padly,Canada,85% Dark Bars,2023-06-04,1992.77,31
Jan Morforth,New Zealand,Manuka Honey Choco,,1815.56,266
Gunar Cockshoot,New Zealand,Raspberry Choco,,727.11,50
Van Tuxwell,Australia,99% Dark & Pure,,114.96,132
Curtice Advani,USA,Drinking Coco,2023-07-02,5378.09,142
Brien Boise,Australia,Spicy Special Slims,2023-09-05,6707.63,269
Mallorie Waber,New Zealand,85% Dark Bars,2023-06-06,8167.18,102
Wilone O'Kielt,USA,Choco Coated Almonds,2023-06-06,9950.14,6
Beverie Moffet,New Zealand,Organic Choco Syrup,,7229.26,215
Gunar Cockshoot,UK,50% Dark Bites,,2260.21,128
Marney O'Breen,USA,Raspberry Choco,,6206.90,149
Jehu Rudeforth,UK,White Choc,,1889.83,286
Jehu Rudeforth,New Zealand,85% Dark Bars,2023-11-03,7797.24,88
Dotty Strutley,USA,85% Dark Bars,,11644.92,536
Rafaelita Blaksland,Australia,Smooth Sliky Salty,,4207.22,255
Curtice Advani,India,Manuka Honey Choco,,1683.88,169
Mallorie Waber,USA,Peanut Butter Cubes,,1337.36,18
Van Tuxwell,Canada,Peanut Butter Cubes,,7147.04,300
Kelci Walkden,New Zealand,Smooth Sliky Salty,2023-11-03,12030.46,296
Rafaelita Blaksland,USA,Smooth Sliky Salty,,15844.58,232
Rafaelita Blaksland,USA,White Choc,,5025.84,133
Roddy Speechley,Canada,Smooth Sliky Salty,2023-07-03,9902.03,12
Curtice Advani,New Zealand,After Nines,2023-05-04,7944.07,33
Camilla Castle,India,85% Dark Bars,2023-04-05,9523.65,55
Ches Bonnell,USA,Choco Coated Almonds,2023-04-01,16240.71,93
Marney O'Breen,Australia,Baker's Choco Chips,,5891.94,109
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2023-11-07,6924.52,94
Kaine Padly,Australia,Mint Chip Choco,,4552.57,158
Camilla Castle,New Zealand,Peanut Butter Cubes,,1724.91,60
Curtice Advani,Canada,Organic Choco Syrup,,897.30,21
Jan Morforth,India,99% Dark & Pure,,10283.90,178
Rafaelita Blaksland,Canada,Drinking Coco,2023-12-07,10415.77,200
Jan Morforth,UK,Orange Choco,,4220.83,193
Barr Faughny,New Zealand,50% Dark Bites,,4909.86,304
Curtice Advani,Australia,Eclairs,,6549.62,53
Jan Morforth,India,Caramel Stuffed Bars,2023-04-07,88.72,165
Andria Kimpton,UK,White Choc,2023-12-05,9793.16,110
Camilla Castle,New Zealand,Raspberry Choco,2023-04-04,4823.65,143
Madelene Upcott,Australia,Orange Choco,,7556.55,404
Roddy Speechley,Canada,Eclairs,2023-08-03,7082.03,95
Karlen McCaffrey,India,White Choc,,8361.47,231
Wilone O'Kielt,India,Mint Chip Choco,,1310.50,52
Andria Kimpton,UK,99% Dark & Pure,,1288.10,67
Marney O'Breen,UK,50% Dark Bites,,3288.29,133
Ches Bonnell,India,Choco Coated Almonds,2023-05-04,10669.09,85
Madelene Upcott,UK,Raspberry Choco,,7361.93,344
Wilone O'Kielt,Australia,50% Dark Bites,2023-03-08,10336.22,123
Gigi Bohling,Canada,White Choc,2023-11-07,6985.95,4
Wilone O'Kielt,New Zealand,Eclairs,2023-11-03,3394.46,21
Brien Boise,UK,Peanut Butter Cubes,2023-10-01,15337.23,31
Roddy Speechley,UK,Baker's Choco Chips,2023-04-04,15925.17,378
Karlen McCaffrey,Australia,50% Dark Bites,,7355.77,772
Marney O'Breen,New Zealand,Organic Choco Syrup,2023-08-07,9489.27,54
Jan Morforth,UK,Organic Choco Syrup,2023-12-04,1281.32,354
Rafaelita Blaksland,Canada,Fruit & Nut Bars,,518.07,192
Ches Bonnell,UK,Choco Coated Almonds,2023-07-06,1933.56,239
Gunar Cockshoot,Canada,Almond Choco,,1308.52,30
Husein Augar,USA,99% Dark & Pure,,9878.50,111
Dennison Crosswaite,Canada,Mint Chip Choco,2023-08-04,1943.70,297
Brien Boise,UK,Manuka Honey Choco,,80.62,103
Van Tuxwell,UK,Baker's Choco Chips,,2678.37,20
Barr Faughny,Australia,Caramel Stuffed Bars,,2931.10,60
Dennison Crosswaite,USA,Eclairs,,2316.09,90
Gigi Bohling,Australia,Raspberry Choco,,6722.22,330
Dennison Crosswaite,USA,Organic Choco Syrup,,14528.51,134
Beverie Moffet,Canada,Orange Choco,2023-10-05,9390.28,104
Mallorie Waber,Australia,Choco Coated Almonds,,16230.41,94
Ches Bonnell,India,Caramel Stuffed Bars,,7224.39,55
Van Tuxwell,Canada,50% Dark Bites,2023-12-05,15567.58,57
Kelci Walkden,New Zealand,Baker's Choco Chips,,2964.20,105
Beverie Moffet,India,Spicy Special Slims,,3357.08,186
Gigi Bohling,Australia,Almond Choco,,1010.37,127
Rafaelita Blaksland,New Zealand,Eclairs,2023-07-02,20470.43,54
Kelci Walkden,Canada,Smooth Sliky Salty,,8762.75,115
Jan Morforth,India,Baker's Choco Chips,2023-01-08,14613.52,85
Jehu Rudeforth,Australia,Milk Bars,,9839.46,31
Gigi Bohling,Canada,Fruit & Nut Bars,,6633.23,103
Beverie Moffet,UK,Eclairs,,9749.07,169
Marney O'Breen,New Zealand,Eclairs,,5254.38,31
Husein Augar,Australia,99% Dark & Pure,,3430.43,123
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2023-10-06,10454.55,434
Curtice Advani,Canada,70% Dark Bites,,2413.87,7
Kelci Walkden,New Zealand,Manuka Honey Choco,2023-08-04,1445.14,108
Dotty Strutley,Australia,Baker's Choco Chips,2023-07-06,4022.64,71
Barr Faughny,Australia,85% Dark Bars,2023-10-02,8651.20,43
Beverie Moffet,Australia,50% Dark Bites,,725.16,453
Gunar Cockshoot,India,Baker's Choco Chips,,2385.40,540
Van Tuxwell,Australia,50% Dark Bites,,726.04,131
Oby Sorrel,USA,Manuka Honey Choco,,4742.35,83
Van Tuxwell,Canada,Choco Coated Almonds,,2556.96,312
Karlen McCaffrey,Canada,70% Dark Bites,,8376.69,646
Kelci Walkden,Canada,Fruit & Nut Bars,,840.71,162
Camilla Castle,India,99% Dark & Pure,2023-02-08,207.87,216
Madelene Upcott,New Zealand,70% Dark Bites,,13370.34,94
Mallorie Waber,New Zealand,Orange Choco,2023-01-02,6811.37,25
Jan Morforth,Canada,70% Dark Bites,,6096.52,300
Kelci Walkden,Australia,Milk Bars,,8684.58,120
Dennison Crosswaite,India,Orange Choco,,873.26,140
Husein Augar,UK,Eclairs,,1912.66,253
Gigi Bohling,USA,Peanut Butter Cubes,2023-09-05,321.61,76
Wilone O'Kielt,USA,Smooth Sliky Salty,,511.12,96
Curtice Advani,India,White Choc,2023-04-07,7887.15,335
Oby Sorrel,New Zealand,Spicy Special Slims,2023-03-06,1793.67,13
Beverie Moffet,New Zealand,Peanut Butter Cubes,,12129.42,29
Dotty Strutley,New Zealand,99% Dark & Pure,2023-09-05,11749.75,213
Kelci Walkden,India,70% Dark Bites,2023-06-06,3967.25,101
Kelci Walkden,India,Drinking Coco,2023-04-07,8105.37,255
Brien Boise,New Zealand,Drinking Coco,2023-06-06,1614.17,106
Dotty Strutley,Australia,Almond Choco,,1613.30,91
Wilone O'Kielt,New Zealand,Organic Choco Syrup,,2155.64,281
Ches Bonnell,New Zealand,Caramel Stuffed Bars,,8184.37,43
Barr Faughny,Canada,Manuka Honey Choco,,3613.32,251
Gigi Bohling,New Zealand,Smooth Sliky Salty,2023-10-01,801.09,101
Brien Boise,USA,Manuka Honey Choco,,2069.48,8
Roddy Speechley,New Zealand,85% Dark Bars,,5096.21,284
Oby Sorrel,UK,Smooth Sliky Salty,,10573.50,338
Oby Sorrel,UK,Raspberry Choco,2023-08-04,4611.37,322
Roddy Speechley,USA,Drinking Coco,,3288.77,148
Andria Kimpton,Australia,Manuka Honey Choco,,10883.13,394
Mallorie Waber,India,Raspberry Choco,2023-02-03,1516.56,2
Jehu Rudeforth,USA,Orange Choco,,391.33,184
Kaine Padly,New Zealand,70% Dark Bites,,7969.08,38
Curtice Advani,Australia,After Nines,2023-11-08,63.71,109
Husein Augar,UK,Almond Choco,,8832.33,175
Kaine Padly,Canada,Choco Coated Almonds,,3542.19,180
Roddy Speechley,UK,Peanut Butter Cubes,,6052.07,173
Ches Bonnell,New Zealand,Eclairs,2023-04-04,543.20,54
Brien Boise,India,85% Dark Bars,2023-09-08,18894.92,201
Brien Boise,New Zealand,Organic Choco Syrup,,689.40,331
Andria Kimpton,Canada,White Choc,,4435.95,31
Gigi Bohling,New Zealand,Orange Choco,,9111.34,324
Ches Bonnell,Canada,Smooth Sliky Salty,,10369.71,129
Husein Augar,Canada,70% Dark Bites,,5833.20,290
Barr Faughny,Canada,Organic Choco Syrup,2023-10-03,1229.96,219
Oby Sorrel,UK,Organic Choco Syrup,,8839.72,170
Van Tuxwell,New Zealand,Eclairs,2023-01-03,5747.66,176
Mallorie Waber,UK,Drinking Coco,,3666.04,107
Oby Sorrel,UK,Milk Bars,2023-11-07,6853.82,220
Karlen McCaffrey,New Zealand,Mint Chip Choco,2023-02-03,4361.01,59
Jehu Rudeforth,USA,Raspberry Choco,2023-04-03,7686.15,141
Kelci Walkden,UK,85% Dark Bars,,4188.43,235
Kelci Walkden,USA,Almond Choco,,5425.24,234
Marney O'Breen,Canada,Orange Choco,,2896.97,456
Dennison Crosswaite,India,Fruit & Nut Bars,,1071.31,23
Brien Boise,Canada,Smooth Sliky Salty,,6417.05,497
Barr Faughny,Canada,Baker's Choco Chips,2023-03-02,10967.31,172
Brien Boise,India,Smooth Sliky Salty,,6345.02,28
Jan Morforth,Australia,Drinking Coco,,2824.71,25
Brien Boise,India,Spicy Special Slims,,1463.67,34
Van Tuxwell,UK,Eclairs,,5856.52,115
Wilone O'Kielt,India,Caramel Stuffed Bars,,4303.86,282
Jehu Rudeforth,UK,After Nines,,2047.77,169
Barr Faughny,Canada,White Choc,,4692.36,1
Gunar Cockshoot,India,Organic Choco Syrup,2023-03-06,7302.42,153
Mallorie Waber,Canada,Smooth Sliky Salty,,2056.92,103
Mallorie Waber,India,Eclairs,2023-12-04,11032.79,49
Rafaelita Blaksland,Australia,Raspberry Choco,,7773.64,247
Karlen McCaffrey,UK,50% Dark Bites,2023-06-04,3843.01,295
Kaine Padly,Australia,50% Dark Bites,2023-02-08,9163.79,81
Gigi Bohling,Australia,Eclairs,2023-12-04,7628.59,146
Oby Sorrel,India,Drinking Coco,,18220.59,139
Van Tuxwell,New Zealand,Baker's Choco Chips,,9828.94,24
Husein Augar,India,Peanut Butter Cubes,2023-09-05,4726.65,5
Andria Kimpton,Australia,Baker's Choco Chips,2023-09-08,344.82,118
Madelene Upcott,Canada,Choco Coated Almonds,,3451.24,283
Brien Boise,India,70% Dark Bites,,5071.49,439
Jehu Rudeforth,Canada,White Choc,,4719.38,132
Andria Kimpton,Australia,Almond Choco,,3430.58,174
Dotty Strutley,Canada,After Nines,,268.30,239
Karlen McCaffrey,USA,Eclairs,,991.46,133
Karlen McCaffrey,Canada,Fruit & Nut Bars,2023-02-06,213.45,17
Gunar Cockshoot,USA,85% Dark Bars,,7586.38,131
Dotty Strutley,New Zealand,Raspberry Choco,2023-10-02,6192.19,99
Marney O'Breen,Canada,Caramel Stuffed Bars,,1510.58,602
Dennison Crosswaite,India,Organic Choco Syrup,,8693.31,209
Camilla Castle,UK,Mint Chip Choco,,5509.77,307
Brien Boise,USA,70% Dark Bites,,1863.20,22
Madelene Upcott,Australia,99% Dark & Pure,2023-01-08,4822.50,159
Mallorie Waber,Australia,Eclairs,,10856.55,229
Marney O'Breen,India,99% Dark & Pure,,11252.11,159
Husein Augar,USA,Fruit & Nut Bars,,1387.72,27
Kelci Walkden,Australia,Almond Choco,,5509.22,341
Ches Bonnell,USA,Milk Bars,,2444.25,155
Jan Morforth,UK,Caramel Stuffed Bars,2023-02-08,3175.62,507
Brien Boise,New Zealand,70% Dark Bites,,7900.42,143
Oby Sorrel,India,85% Dark Bars,2023-05-07,9072.46,142
Kaine Padly,New Zealand,Smooth Sliky Salty,2023-12-04,8.06,513
Gigi Bohling,Australia,70% Dark Bites,,1548.54,104
Jan Morforth,UK,50% Dark Bites,2023-12-01,5501.67,298
Gunar Cockshoot,Canada,White Choc,2023-11-08,7685.42,15
Jehu Rudeforth,Australia,Spicy Special Slims,,5147.77,402
Husein Augar,UK,Baker's Choco Chips,,3070.43,143
Rafaelita Blaksland,New Zealand,After Nines,2023-07-07,1127.50,88
Madelene Upcott,New Zealand,Mint Chip Choco,2023-11-03,8502.77,4
Madelene Upcott,UK,70% Dark Bites,,5961.02,241
Barr Faughny,Australia,Organic Choco Syrup,2023-07-01,2478.33,33
Beverie Moffet,New Zealand,Drinking Coco,2023-12-01,1269.56,497
Beverie Moffet,India,Eclairs,2023-09-06,11130.52,144
Andria Kimpton,India,Eclairs,,2455.09,83
Gigi Bohling,UK,85% Dark Bars,,12764.94,100
Roddy Speechley,UK,Raspberry Choco,,13351.42,198
Dotty Strutley,UK,Mint Chip Choco,,2763.22,223
Barr Faughny,Canada,Drinking Coco,,6523.34,245
Oby Sorrel,USA,Milk Bars,,1868.25,82
Oby Sorrel,UK,Orange Choco,,8431.83,251
Curtice Advani,Canada,Peanut Butter Cubes,,5646.99,64
Gigi Bohling,India,White Choc,,1484.67,180
Husein Augar,Canada,Choco Coated Almonds,,3859.95,395
Wilone O'Kielt,India,Choco Coated Almonds,,3237.30,227
Wilone O'Kielt,New Zealand,Baker's Choco Chips,,4072.43,64
Kaine Padly,UK,Choco Coated Almonds,2023-03-08,8054.87,118
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2023-04-01,420.30,224
Kelci Walkden,Canada,After Nines,,17073.99,218
Van Tuxwell,Australia,Baker's Choco Chips,2023-11-05,13624.31,33
Husein Augar,New Zealand,Peanut Butter Cubes,,2318.46,235
Kaine Padly,UK,Caramel Stuffed Bars,,10740.05,67
Jehu Rudeforth,UK,Drinking Coco,2023-03-02,7624.67,422
Beverie Moffet,India,Manuka Honey Choco,2023-06-05,10168.32,159
Gunar Cockshoot,UK,Choco Coated Almonds,,6635.15,141
Gunar Cockshoot,UK,Smooth Sliky Salty,,860.12,158
Camilla Castle,Canada,Orange Choco,,8671.21,52
Jehu Rudeforth,UK,85% Dark Bars,2023-07-07,5534.11,63
Oby Sorrel,UK,70% Dark Bites,,6800.26,187
Kelci Walkden,UK,99% Dark & Pure,2023-12-08,3927.83,123
Gigi Bohling,New Zealand,After Nines,,5833.80,196
Oby Sorrel,Australia,50% Dark Bites,2023-06-05,733.08,147
Oby Sorrel,Canada,50% Dark Bites,,7164.51,140
Barr Faughny,USA,White Choc,2023-05-05,7900.52,175
Rafaelita Blaksland,New Zealand,99% Dark & Pure,,3550.76,85
Curtice Advani,Australia,Caramel Stuffed Bars,,10281.51,136
Curtice Advani,New Zealand,85% Dark Bars,2023-12-05,5936.81,180
Barr Faughny,New Zealand,Smooth Sliky Salty,,4552.15,172
Ches Bonnell,UK,85% Dark Bars,,15944.86,11
Dennison Crosswaite,Australia,Drinking Coco,,7722.58,188
Roddy Speechley,USA,Milk Bars,,3105.38,268
Jan Morforth,India,After Nines,,6994.35,179
Gunar Cockshoot,USA,After Nines,,4264.49,252
Ches Bonnell,India,Orange Choco,,1215.30,271
Mallorie Waber,UK,Manuka Honey Choco,,8519.37,45
Barr Faughny,Australia,Raspberry Choco,,9810.95,105
Wilone O'Kielt,USA,Drinking Coco,,1065.63,107
Wilone O'Kielt,India,Eclairs,,3894.68,80
Wilone O'Kielt,India,After Nines,2023-04-08,12194.27,252
Kelci Walkden,India,99% Dark & Pure,,2455.13,236
Gunar Cockshoot,Canada,Spicy Special Slims,2023-05-04,14887.76,12
Madelene Upcott,Canada,Peanut Butter Cubes,2023-05-07,15276.46,121
Kaine Padly,New Zealand,Eclairs,,13520.48,47
Ches Bonnell,New Zealand,Drinking Coco,,9195.53,127
Curtice Advani,UK,Drinking Coco,2023-12-07,460.98,182
Kelci Walkden,India,Raspberry Choco,,8216.56,257
Dotty Strutley,Australia,Choco Coated Almonds,,1863.54,277
Kaine Padly,UK,50% Dark Bites,,3283.00,72
Roddy Speechley,Canada,Choco Coated Almonds,2023-11-05,5967.18,247
Ches Bonnell,India,50% Dark Bites,,12083.50,334
Oby Sorrel,Canada,Peanut Butter Cubes,2023-07-06,12397.06,179
Oby Sorrel,UK,White Choc,,1746.01,280
Barr Faughny,India,After Nines,,9021.65,104
Wilone O'Kielt,Canada,Smooth Sliky Salty,2023-02-06,5263.45,165
Rafaelita Blaksland,India,Mint Chip Choco,,15473.00,91
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-02-03,5566.57,140
Van Tuxwell,Australia,70% Dark Bites,2023-10-01,8111.43,111
Beverie Moffet,USA,70% Dark Bites,,2341.80,117
Barr Faughny,Canada,Orange Choco,,8650.42,19
Roddy Speechley,Australia,85% Dark Bars,2023-08-07,4444.72,77
Oby Sorrel,India,Spicy Special Slims,2023-08-06,12531.37,86
Jan Morforth,UK,Manuka Honey Choco,,3558.89,231
Kaine Padly,Australia,After Nines,2023-08-04,7889.90,300
Wilone O'Kielt,Canada,Fruit & Nut Bars,2023-08-08,3589.18,176
Wilone O'Kielt,UK,Milk Bars,,305.39,62
Oby Sorrel,Canada,Fruit & Nut Bars,,1896.64,161
Dennison Crosswaite,USA,Baker's Choco Chips,2023-11-08,18494.72,298
Madelene Upcott,USA,Almond Choco,,11103.47,24
Van Tuxwell,New Zealand,50% Dark Bites,2023-11-07,4162.28,11
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2023-02-03,3357.30,308
Madelene Upcott,Australia,Raspberry Choco,,7033.52,94
Rafaelita Blaksland,UK,Spicy Special Slims,2023-03-08,9896.80,143
Curtice Advani,UK,Peanut Butter Cubes,2023-01-03,15653.44,175
Kelci Walkden,New Zealand,White Choc,,7899.31,148
Beverie Moffet,Canada,Fruit & Nut Bars,,10644.74,172
Mallorie Waber,India,White Choc,,872.83,224
Brien Boise,UK,Drinking Coco,,6337.94,128
Jehu Rudeforth,India,Peanut Butter Cubes,,31.15,451
Oby Sorrel,USA,Almond Choco,,7107.55,142
Husein Augar,India,Eclairs,2023-09-02,5465.85,56
Brien Boise,UK,Spicy Special Slims,,2462.14,60
Oby Sorrel,Australia,Manuka Honey Choco,,4194.44,80
Beverie Moffet,India,White Choc,2023-04-07,1994.44,299
Ches Bonnell,India,Almond Choco,,12124.05,80
Gigi Bohling,Australia,Smooth Sliky Salty,,5884.09,117
Camilla Castle,USA,85% Dark Bars,,2639.16,80
Camilla Castle,USA,Eclairs,2023-10-06,5031.40,401
Madelene Upcott,New Zealand,White Choc,,11510.71,56
Van Tuxwell,India,After Nines,,15021.98,211
Husein Augar,India,Orange Choco,,4517.19,40
Jehu Rudeforth,India,Almond Choco,,10778.53,99
Karlen McCaffrey,Australia,Raspberry Choco,,1145.72,60
Camilla Castle,New Zealand,99% Dark & Pure,,2518.50,45
Gigi Bohling,Australia,Orange Choco,2023-09-03,596.63,158
Kelci Walkden,UK,Drinking Coco,,1858.71,24
Mallorie Waber,Canada,Caramel Stuffed Bars,2023-10-06,5194.28,547
Husein Augar,Australia,Organic Choco Syrup,2023-08-02,960.69,155
Brien Boise,Australia,White Choc,,5347.12,23
Dotty Strutley,India,Peanut Butter Cubes,,9805.11,76
Dennison Crosswaite,UK,99% Dark & Pure,,13205.42,26
Gigi Bohling,New Zealand,50% Dark Bites,,5929.20,65
Gigi Bohling,USA,Milk Bars,,516.92,141
Brien Boise,UK,Caramel Stuffed Bars,2023-04-03,2882.76,145
Curtice Advani,New Zealand,Peanut Butter Cubes,,1637.72,454
Curtice Advani,New Zealand,50% Dark Bites,,10791.46,88
Beverie Moffet,Canada,Drinking Coco,2023-05-07,1093.46,115
Barr Faughny,USA,Caramel Stuffed Bars,,3407.61,316
Mallorie Waber,Canada,Almond Choco,2023-12-05,4753.93,37
Oby Sorrel,USA,Drinking Coco,2023-11-03,8280.62,47
Brien Boise,New Zealand,Eclairs,2023-11-07,4981.78,299
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2023-01-08,13998.33,60
Gunar Cockshoot,UK,Spicy Special Slims,,13105.65,199
Curtice Advani,USA,After Nines,,15728.81,256
Oby Sorrel,India,Choco Coated Almonds,,53.85,399
Ches Bonnell,Australia,Peanut Butter Cubes,,10857.23,73
Oby Sorrel,Australia,Spicy Special Slims,,12412.53,25
Jehu Rudeforth,Canada,Manuka Honey Choco,2023-05-04,3669.15,209
Camilla Castle,Canada,Drinking Coco,2023-03-03,13555.26,279
Kaine Padly,USA,Spicy Special Slims,,2333.84,171
Marney O'Breen,New Zealand,70% Dark Bites,,8973.05,360
Roddy Speechley,New Zealand,99% Dark & Pure,,8610.38,188
Oby Sorrel,New Zealand,85% Dark Bars,2023-01-02,3432.30,452
Dotty Strutley,New Zealand,Orange Choco,2023-04-08,2283.39,155
Andria Kimpton,New Zealand,Almond Choco,2023-05-04,7190.49,165
Karlen McCaffrey,Australia,99% Dark & Pure,,11303.07,166
Kaine Padly,UK,After Nines,,18911.49,171
Kaine Padly,Canada,After Nines,,6233.02,178
Kaine Padly,UK,Drinking Coco,,2334.50,233
Rafaelita Blaksland,UK,50% Dark Bites,,11099.73,73
Dotty Strutley,USA,Raspberry Choco,2023-03-01,3590.55,47
Karlen McCaffrey,USA,White Choc,,5209.40,2
Oby Sorrel,USA,Spicy Special Slims,2023-07-02,6315.14,398
Mallorie Waber,Australia,Smooth Sliky Salty,2023-11-02,4454.71,117
Kaine Padly,Canada,Organic Choco Syrup,,6078.71,78
Marney O'Breen,USA,Peanut Butter Cubes,,695.96,363
Dennison Crosswaite,UK,Smooth Sliky Salty,,563.76,151
Brien Boise,Australia,Organic Choco Syrup,,4479.69,261
Beverie Moffet,India,Organic Choco Syrup,,1093.72,22
Dennison Crosswaite,Australia,Baker's Choco Chips,2023-11-01,15870.43,449
Beverie Moffet,UK,50% Dark Bites,2023-09-02,2529.82,297
Van Tuxwell,UK,Almond Choco,2023-06-06,11258.39,217
Dotty Strutley,UK,Caramel Stuffed Bars,2023-10-08,6180.45,230
Wilone O'Kielt,Australia,Smooth Sliky Salty,2023-04-01,2496.06,45
Andria Kimpton,Canada,70% Dark Bites,2023-08-04,10964.29,16
Barr Faughny,UK,Milk Bars,2023-02-03,4012.51,409
Van Tuxwell,Canada,Drinking Coco,,4919.25,746
Jehu Rudeforth,Australia,After Nines,,5602.02,51
Husein Augar,UK,After Nines,2023-05-07,3563.87,372
Barr Faughny,India,Mint Chip Choco,2023-12-01,8313.09,493
Curtice Advani,India,Mint Chip Choco,2023-03-03,8447.48,96
Jehu Rudeforth,New Zealand,Milk Bars,,2646.23,198
Gunar Cockshoot,India,Caramel Stuffed Bars,,2706.83,198
Curtice Advani,UK,Manuka Honey Choco,2023-07-02,1710.48,108
Andria Kimpton,India,Orange Choco,,318.19,417
Mallorie Waber,Australia,Raspberry Choco,,9479.65,26
Beverie Moffet,Canada,85% Dark Bars,,6393.20,44
Kelci Walkden,Australia,Drinking Coco,2023-04-05,1355.65,60
Van Tuxwell,Canada,70% Dark Bites,2023-02-06,7911.23,74
Dennison Crosswaite,USA,Caramel Stuffed Bars,2023-11-07,2583.03,501
Beverie Moffet,New Zealand,Spicy Special Slims,2023-07-06,66.13,65
Jan Morforth,UK,Almond Choco,2023-06-07,10668.69,150
Husein Augar,India,Raspberry Choco,,10994.30,152
Dotty Strutley,India,Mint Chip Choco,,1259.61,227
Camilla Castle,India,Drinking Coco,2023-08-08,492.13,164
Marney O'Breen,UK,Drinking Coco,,1016.77,28
Roddy Speechley,Australia,Organic Choco Syrup,2023-04-07,4111.42,81
Ches Bonnell,India,99% Dark & Pure,,503.97,105
Rafaelita Blaksland,Canada,Spicy Special Slims,2023-02-05,2883.71,163
Van Tuxwell,India,Eclairs,,11861.89,105
Gunar Cockshoot,Australia,99% Dark & Pure,,8564.73,237
Kaine Padly,USA,85% Dark Bars,,538.03,271
Camilla Castle,UK,Peanut Butter Cubes,,5231.88,125
Madelene Upcott,UK,Peanut Butter Cubes,2023-12-08,7916.13,84
Madelene Upcott,USA,Choco Coated Almonds,2023-07-06,6016.32,143
Marney O'Breen,Canada,Peanut Butter Cubes,2023-08-03,7504.86,97
Ches Bonnell,Australia,Choco Coated Almonds,2023-08-04,1590.98,182
Curtice Advani,Canada,Eclairs,2023-06-05,740.07,205
Roddy Speechley,India,Drinking Coco,,4591.11,11
Van Tuxwell,Australia,Mint Chip Choco,,2686.51,324
Dennison Crosswaite,USA,70% Dark Bites,,735.48,77
Andria Kimpton,Canada,Peanut Butter Cubes,,1160.54,311
Gigi Bohling,USA,70% Dark Bites,,8078.15,189
Rafaelita Blaksland,Australia,White Choc,,7467.74,111
Roddy Speechley,Canada,Drinking Coco,,7588.41,342
Camilla Castle,New Zealand,85% Dark Bars,2023-08-08,15372.54,57
Madelene Upcott,Canada,Milk Bars,,3907.50,86
Madelene Upcott,Australia,70% Dark Bites,,3740.76,255
Oby Sorrel,Canada,Eclairs,,6211.75,561
